RM Name,Zone,Target,Achieved,% Achievement,Activation %,Product Mix %,Persistency %,Digital %,BPI Score,Multiplier,Quality Factor,Final Incentive (Tapered),Gap to Next Achievement Slab,AI Insight
RM_298,North,600000,528000,88,61,59,74,78,76,0.6,0.75,2851,72000,Strong Performance
RM_299,East,600000,312000,52,37,40,65,53,49,0.3,1,1123,168000,Increase Premium Achievement
RM_300,North,600000,474000,79,46,28,56,51,61,0.6,0.75,2560,6000,Increase Premium Achievement
RM_301,South,600000,336000,56,57,28,70,63,54,0.3,1,1210,144000,Increase Premium Achievement
RM_302,South,600000,546000,91,55,58,77,79,77,0.6,0.75,2948,54000,Activate More Branches
RM_303,West,750000,690000,92,64,49,83,68,78,0.6,1,4968,60000,Improve Product Mix
RM_304,East,750000,742500,99,61,48,74,67,80,1,0.75,6682,7500,Improve Product Mix
RM_305,West,900000,414000,46,56,47,59,58,50,0.3,1,1490,306000,Increase Premium Achievement
RM_306,West,750000,697500,93,71,61,74,73,81,1,1,8370,52500,Strong Performance
RM_307,West,900000,828000,92,66,65,85,84,82,1,1,9936,72000,Strong Performance
RM_308,North,900000,792000,88,66,48,77,85,76,0.6,1,5702,108000,Improve Product Mix
RM_309,East,900000,423000,47,42,26,56,64,45,0.3,0.75,1142,297000,Increase Premium Achievement
RM_310,South,900000,846000,94,70,53,76,78,80,1,0.75,7614,54000,Strong Performance
RM_311,West,750000,615000,82,57,63,85,68,74,0.6,0.9,3985,135000,Activate More Branches
RM_312,South,900000,603000,67,56,42,56,61,60,0.6,0.75,3256,117000,Increase Premium Achievement
RM_313,South,600000,510000,85,73,47,79,66,75,0.6,0.75,2754,90000,Improve Product Mix
RM_314,East,600000,480000,80,58,45,77,72,70,0.6,0.75,2592,120000,Activate More Branches
RM_315,East,600000,714000,119,89,86,91,82,103,1.5,1,12852,6000,Strong Performance
RM_316,East,750000,637500,85,56,59,79,67,74,0.6,0.9,4131,112500,Activate More Branches
RM_317,North,600000,540000,90,66,52,74,67,77,0.6,0.75,2916,60000,Strong Performance
RM_318,West,600000,570000,95,55,62,70,66,78,0.6,0.9,3694,30000,Activate More Branches
RM_319,West,600000,306000,51,59,26,71,61,51,0.3,0.75,826,174000,Increase Premium Achievement
RM_320,North,600000,516000,86,63,59,74,67,75,0.6,0.9,3344,84000,Strong Performance
RM_321,North,900000,612000,68,36,31,65,41,54,0.3,0.9,1983,108000,Increase Premium Achievement
RM_322,South,750000,727500,97,70,51,71,74,81,1,0.9,7857,22500,Strong Performance
RM_323,South,750000,967500,129,78,79,87,91,105,1.5,0.9,15674,82500,Strong Performance
RM_324,East,900000,684000,76,54,31,55,52,62,0.6,1,4925,36000,Increase Premium Achievement
RM_325,East,900000,1278000,142,92,89,80,92,115,1.5,0.75,17253,72000,Strong Performance
RM_326,East,600000,312000,52,60,35,74,69,54,0.3,1,1123,168000,Increase Premium Achievement
RM_327,North,600000,486000,81,60,62,76,83,74,0.6,0.9,3149,114000,Strong Performance
RM_328,South,900000,954000,106,73,85,81,90,93,1,0.9,10303,126000,Strong Performance
RM_329,East,600000,690000,115,91,88,86,95,102,1.5,0.9,11178,30000,Strong Performance
RM_330,North,750000,854999,114,72,66,92,91,95,1,1,10260,45001,Strong Performance
RM_331,East,600000,534000,89,61,47,75,80,75,0.6,0.9,3460,66000,Improve Product Mix
RM_332,North,750000,854999,114,73,65,90,95,95,1,0.75,7695,45001,Strong Performance
RM_333,North,600000,852000,142,78,63,84,86,109,1.5,0.75,11502,48000,Strong Performance
RM_334,South,900000,495000,55,56,29,74,66,54,0.3,0.75,1336,225000,Increase Premium Achievement
RM_335,South,600000,366000,61,55,28,55,65,54,0.3,1,1318,114000,Increase Premium Achievement
RM_336,North,600000,576000,96,62,58,80,77,81,1,0.9,6221,24000,Strong Performance
RM_337,North,600000,474000,79,40,41,71,43,63,0.6,0.9,3072,6000,Increase Premium Achievement
RM_338,North,600000,594000,99,56,63,76,79,82,1,0.9,6415,6000,Activate More Branches
RM_339,North,750000,705000,94,58,49,73,71,77,0.6,1,5076,45000,Activate More Branches
RM_340,North,900000,1179000,131,76,69,86,90,104,1.5,1,21222,81000,Strong Performance
RM_341,North,750000,660000,88,63,58,82,70,77,0.6,0.75,3564,90000,Strong Performance
RM_342,East,750000,720000,96,62,56,77,83,81,1,0.75,6480,30000,Strong Performance
RM_343,North,750000,405000,54,36,40,56,64,49,0.3,0.9,1312,195000,Increase Premium Achievement
RM_344,South,750000,682500,91,70,65,85,67,81,1,0.75,6142,67500,Strong Performance
RM_345,West,750000,952500,127,90,82,91,97,108,1.5,0.75,12859,97500,Strong Performance
RM_346,East,750000,1102500,147,95,65,84,86,115,1.5,0.75,14884,22500,Strong Performance
RM_347,West,900000,918000,102,88,88,88,90,95,1,1,11016,162000,Strong Performance
RM_348,West,900000,504000,56,47,27,60,47,50,0.3,0.75,1361,216000,Increase Premium Achievement
RM_349,North,600000,336000,56,50,45,62,45,53,0.3,0.9,1089,144000,Increase Premium Achievement
RM_350,North,600000,300000,50,53,29,57,56,48,0.3,0.9,972,180000,Increase Premium Achievement
RM_351,West,750000,517499,69,52,40,62,50,60,0.6,1,3726,82501,Increase Premium Achievement
RM_352,East,900000,891000,99,68,48,85,79,83,1,0.75,8019,9000,Improve Product Mix
RM_353,North,600000,558000,93,71,53,81,71,80,1,1,6696,42000,Strong Performance
RM_354,East,900000,693000,77,45,50,74,41,64,0.6,0.75,3742,27000,Increase Premium Achievement
RM_355,East,900000,756000,84,66,64,72,80,76,0.6,1,5443,144000,Strong Performance
RM_356,West,750000,817500,109,92,63,91,92,96,1,0.9,8829,82500,Strong Performance
RM_357,North,600000,510000,85,60,46,74,67,72,0.6,1,3672,90000,Improve Product Mix
RM_358,West,750000,667500,89,63,48,76,83,76,0.6,0.9,4325,82500,Improve Product Mix
RM_359,North,600000,582000,97,71,57,81,70,83,1,0.9,6286,18000,Strong Performance
RM_360,South,600000,516000,86,61,64,71,68,75,0.6,0.9,3344,84000,Strong Performance
RM_361,North,900000,432000,48,59,49,62,70,53,0.3,0.9,1400,288000,Increase Premium Achievement
RM_362,South,750000,742500,99,58,63,72,67,81,1,1,8910,7500,Activate More Branches
RM_363,North,750000,1012500,135,88,82,84,85,110,1.5,1,18225,37500,Strong Performance
RM_364,East,600000,348000,58,49,37,56,40,52,0.3,1,1253,132000,Increase Premium Achievement
RM_365,West,900000,1188000,132,82,63,83,91,105,1.5,1,21384,72000,Strong Performance
RM_366,West,600000,696000,116,80,75,90,82,98,1,0.75,6264,24000,Strong Performance
RM_367,South,600000,348000,58,45,30,56,53,51,0.3,0.9,1128,132000,Increase Premium Achievement
RM_368,West,750000,682500,91,58,59,71,78,77,0.6,0.75,3686,67500,Activate More Branches
RM_369,West,900000,765000,85,56,53,78,84,74,0.6,0.75,4131,135000,Activate More Branches
RM_370,South,900000,882000,98,65,47,84,79,81,1,0.75,7938,18000,Improve Product Mix
RM_371,South,600000,594000,99,64,64,73,69,83,1,1,7128,6000,Strong Performance
RM_372,East,600000,528000,88,75,54,85,78,80,1,0.75,4752,72000,Strong Performance
RM_373,East,750000,735000,98,73,46,76,73,82,1,0.9,7938,15000,Improve Product Mix
RM_374,North,900000,801000,89,72,61,79,75,80,1,0.9,8651,99000,Strong Performance
RM_375,North,750000,622500,83,66,57,84,67,75,0.6,1,4482,127500,Strong Performance
RM_376,West,750000,727500,97,73,63,74,78,84,1,0.75,6548,22500,Strong Performance
RM_377,East,600000,306000,51,45,40,69,52,50,0.3,0.9,991,174000,Increase Premium Achievement
RM_378,East,900000,477000,53,54,48,73,41,54,0.3,0.9,1545,243000,Increase Premium Achievement
RM_379,West,750000,555000,74,56,42,74,47,64,0.6,0.9,3596,45000,Increase Premium Achievement
RM_380,West,750000,637500,85,63,58,73,69,75,0.6,0.9,4131,112500,Strong Performance
RM_381,West,900000,873000,97,71,55,72,71,82,1,0.75,7857,27000,Strong Performance
RM_382,North,600000,833999,139,83,77,83,96,111,1.5,1,15012,6001,Strong Performance
RM_383,West,600000,276000,46,36,34,59,51,44,0.3,0.9,894,204000,Increase Premium Achievement
RM_384,East,900000,684000,76,52,31,65,53,62,0.6,0.9,4432,36000,Increase Premium Achievement
RM_385,North,750000,622500,83,73,60,80,71,77,0.6,0.9,4034,127500,Strong Performance
RM_386,East,600000,582000,97,71,49,73,70,81,1,1,6984,18000,Improve Product Mix
RM_387,South,900000,1089000,121,71,83,92,80,100,1.5,1,19602,171000,Strong Performance
RM_388,East,900000,864000,96,59,57,84,79,81,1,0.75,7776,36000,Activate More Branches
RM_389,West,750000,735000,98,72,54,73,71,82,1,0.75,6615,15000,Strong Performance
RM_390,East,900000,954000,106,83,80,93,87,95,1,0.75,8586,126000,Strong Performance
RM_391,East,750000,510000,68,47,33,61,50,57,0.3,0.9,1652,90000,Increase Premium Achievement
RM_392,West,900000,1224000,136,92,69,82,94,110,1.5,1,22032,36000,Strong Performance
RM_393,West,900000,774000,86,58,46,77,71,73,0.6,0.9,5016,126000,Activate More Branches
RM_394,South,750000,1027500,137,85,90,92,86,112,1.5,0.75,13871,22500,Strong Performance
RM_395,South,900000,1143000,127,90,87,90,89,108,1.5,1,20574,117000,Strong Performance
RM_396,East,750000,795000,106,73,68,92,94,92,1,1,9540,105000,Strong Performance
RM_397,East,900000,738000,82,62,60,75,81,74,0.6,0.9,4782,162000,Strong Performance
RM_398,North,750000,487500,65,47,28,56,59,55,0.3,0.75,1316,112500,Increase Premium Achievement
RM_399,South,750000,1087500,145,83,86,86,85,115,1.5,1,19575,37500,Strong Performance
RM_400,East,600000,600000,100,62,65,83,85,85,1,1,7200,120000,Strong Performance
RM_401,North,900000,459000,51,37,33,75,49,48,0.3,1,1652,261000,Increase Premium Achievement
RM_402,South,750000,637500,85,70,48,81,75,76,0.6,1,4590,112500,Improve Product Mix
RM_403,South,900000,801000,89,64,54,77,65,76,0.6,0.75,4325,99000,Strong Performance
RM_404,North,900000,1071000,119,70,70,92,83,97,1,0.75,9639,9000,Strong Performance
RM_405,East,900000,630000,70,41,47,61,43,58,0.3,0.75,1701,90000,Increase Premium Achievement
RM_406,East,600000,486000,81,56,64,77,75,73,0.6,0.75,2624,114000,Activate More Branches
RM_407,South,750000,562500,75,60,34,73,51,64,0.6,1,4050,37500,Increase Premium Achievement
RM_408,South,750000,600000,80,59,65,73,65,72,0.6,0.75,3240,150000,Activate More Branches
RM_409,North,600000,522000,87,68,46,83,70,76,0.6,0.75,2819,78000,Improve Product Mix
RM_410,West,900000,711000,79,52,41,55,61,65,0.6,0.9,4607,9000,Increase Premium Achievement
RM_411,East,750000,615000,82,60,59,73,79,73,0.6,1,4428,135000,Strong Performance
RM_412,North,750000,697500,93,68,50,79,68,79,0.6,1,5022,52500,Strong Performance
RM_413,South,750000,615000,82,57,49,73,70,71,0.6,0.75,3321,135000,Activate More Branches
RM_414,East,750000,1012500,135,77,61,87,84,105,1.5,0.9,16402,37500,Strong Performance
RM_415,North,600000,606000,101,87,87,93,92,95,1,1,7272,114000,Strong Performance
RM_416,East,900000,432000,48,53,48,68,54,51,0.3,0.9,1400,288000,Increase Premium Achievement
RM_417,East,750000,772500,103,90,86,93,86,96,1,0.75,6952,127500,Strong Performance
RM_418,South,750000,1027500,137,72,83,81,95,108,1.5,0.75,13871,22500,Strong Performance
RM_419,South,750000,427499,57,46,41,73,43,53,0.3,0.9,1385,172501,Increase Premium Achievement
RM_420,South,600000,528000,88,74,50,76,82,78,0.6,0.9,3421,72000,Strong Performance
RM_421,West,600000,300000,50,53,50,72,43,52,0.3,0.75,810,180000,Increase Premium Achievement
RM_422,South,900000,846000,94,59,53,75,66,78,0.6,0.75,4568,54000,Activate More Branches
RM_423,North,750000,570000,76,38,35,56,48,59,0.3,0.9,1847,30000,Increase Premium Achievement
RM_424,East,900000,675000,75,48,44,69,47,63,0.6,0.75,3645,45000,Increase Premium Achievement
RM_425,West,900000,810000,90,69,47,80,70,77,0.6,0.9,5249,90000,Improve Product Mix
RM_426,West,600000,444000,74,49,50,56,59,63,0.6,1,3197,36000,Increase Premium Achievement
RM_427,South,750000,727500,97,56,55,74,84,80,1,1,8730,22500,Activate More Branches
RM_428,North,900000,837000,93,63,50,77,81,78,0.6,0.9,5424,63000,Strong Performance
RM_429,North,750000,667500,89,57,55,80,67,76,0.6,0.9,4325,82500,Activate More Branches
RM_430,South,900000,819000,91,72,61,84,78,81,1,0.75,7371,81000,Strong Performance
RM_431,East,900000,1206000,134,94,71,81,84,109,1.5,0.9,19537,54000,Strong Performance
RM_432,South,900000,855000,95,67,59,75,74,81,1,1,10260,45000,Strong Performance
RM_433,North,600000,522000,87,72,64,74,75,79,0.6,0.75,2819,78000,Strong Performance
RM_434,South,600000,450000,75,47,46,70,52,63,0.6,0.9,2916,30000,Increase Premium Achievement
RM_435,North,600000,491999,82,72,49,82,69,74,0.6,0.9,3188,108001,Improve Product Mix
RM_436,South,750000,352500,47,51,42,57,67,49,0.3,0.9,1142,247500,Increase Premium Achievement
RM_437,South,750000,600000,80,70,56,76,77,74,0.6,0.75,3240,150000,Strong Performance
RM_438,West,900000,828000,92,70,48,76,77,79,0.6,0.9,5365,72000,Improve Product Mix
RM_439,West,750000,750000,100,73,60,74,84,85,1,0.9,8100,150000,Strong Performance
RM_440,East,600000,300000,50,50,47,65,65,52,0.3,0.75,810,180000,Increase Premium Achievement
RM_441,East,900000,1233000,137,84,67,83,93,108,1.5,0.75,16646,27000,Strong Performance
RM_442,East,900000,450000,50,53,49,59,56,52,0.3,0.75,1215,270000,Increase Premium Achievement
RM_443,East,900000,738000,82,62,55,79,78,73,0.6,0.9,4782,162000,Strong Performance
RM_444,East,750000,720000,96,65,46,72,78,79,0.6,1,5184,30000,Improve Product Mix
RM_445,North,600000,894000,149,87,64,81,94,114,1.5,1,16092,6000,Strong Performance
RM_446,West,750000,720000,96,57,62,81,82,81,1,0.75,6480,30000,Activate More Branches
RM_447,West,600000,372000,62,55,42,69,41,57,0.3,0.9,1205,108000,Increase Premium Achievement
RM_448,South,750000,742500,99,75,51,78,65,83,1,0.9,8019,7500,Strong Performance
RM_449,East,900000,1296000,144,92,73,83,91,114,1.5,0.75,17496,54000,Strong Performance
RM_450,North,900000,1152000,128,85,83,94,85,107,1.5,1,20736,108000,Strong Performance
RM_451,South,600000,594000,99,70,47,71,71,81,1,0.9,6415,6000,Improve Product Mix
RM_452,East,600000,552000,92,60,52,81,68,77,0.6,1,3974,48000,Strong Performance
RM_453,East,900000,423000,47,58,40,68,55,51,0.3,0.75,1142,297000,Increase Premium Achievement
RM_454,South,600000,432000,72,43,30,59,42,57,0.3,0.75,1166,48000,Increase Premium Achievement
RM_455,East,750000,960000,128,80,70,93,92,104,1.5,0.9,15552,90000,Strong Performance
RM_456,North,750000,630000,84,70,56,85,81,77,0.6,0.75,3402,120000,Strong Performance
RM_457,East,600000,804000,134,81,87,89,91,110,1.5,1,14472,36000,Strong Performance
RM_458,East,750000,735000,98,74,53,78,71,83,1,0.75,6615,15000,Strong Performance
RM_459,North,900000,648000,72,46,26,73,46,59,0.3,0.75,1750,72000,Increase Premium Achievement
RM_460,South,600000,654000,109,94,76,80,81,97,1,0.75,5886,66000,Strong Performance
RM_461,North,900000,792000,88,57,56,81,85,76,0.6,0.9,5132,108000,Activate More Branches
RM_462,East,900000,612000,68,36,43,56,42,55,0.3,1,2203,108000,Increase Premium Achievement
RM_463,West,900000,936000,104,91,87,86,88,96,1,0.9,10109,144000,Strong Performance
RM_464,North,750000,765000,102,87,76,90,91,93,1,0.75,6885,135000,Strong Performance
RM_465,North,900000,666000,74,44,38,61,61,61,0.6,0.75,3596,54000,Increase Premium Achievement
RM_466,South,750000,712500,95,64,53,80,74,80,1,0.75,6412,37500,Strong Performance
RM_467,East,600000,570000,95,71,62,74,78,82,1,0.9,6156,30000,Strong Performance
RM_468,North,600000,384000,64,49,28,55,58,54,0.3,0.75,1037,96000,Increase Premium Achievement
RM_469,South,750000,630000,84,70,60,73,83,76,0.6,0.75,3402,120000,Strong Performance
RM_470,North,600000,660000,110,85,68,82,92,95,1,0.75,5940,60000,Strong Performance
RM_471,West,900000,801000,89,66,51,71,67,76,0.6,0.75,4325,99000,Strong Performance
RM_472,East,750000,652500,87,68,50,74,66,75,0.6,1,4698,97500,Strong Performance
RM_473,East,750000,667500,89,67,51,79,76,77,0.6,0.9,4325,82500,Strong Performance
RM_474,East,750000,382500,51,43,45,69,59,51,0.3,0.9,1239,217500,Increase Premium Achievement
RM_475,North,600000,564000,94,62,55,77,80,79,0.6,0.9,3655,36000,Strong Performance
RM_476,East,600000,402000,67,37,32,72,67,56,0.3,1,1447,78000,Increase Premium Achievement
RM_477,West,900000,882000,98,57,47,70,75,78,0.6,1,6350,18000,Activate More Branches
RM_478,South,900000,756000,84,56,50,83,76,73,0.6,0.75,4082,144000,Activate More Branches
RM_479,North,750000,434999,58,57,40,72,44,56,0.3,0.75,1174,165001,Increase Premium Achievement
RM_480,South,750000,427499,57,35,31,74,69,51,0.3,0.75,1154,172501,Increase Premium Achievement
RM_481,West,900000,450000,50,39,39,66,66,49,0.3,1,1620,270000,Increase Premium Achievement
RM_482,South,750000,345000,46,54,31,60,47,47,0.3,0.75,932,255000,Increase Premium Achievement
RM_483,East,900000,684000,76,44,37,64,41,61,0.6,0.75,3694,36000,Increase Premium Achievement
RM_484,South,600000,564000,94,65,62,83,70,81,1,0.75,5076,36000,Strong Performance
RM_485,South,750000,697500,93,62,58,83,75,80,1,0.9,7533,52500,Strong Performance
RM_486,South,900000,531000,59,55,34,71,67,56,0.3,1,1912,189000,Increase Premium Achievement
RM_487,North,750000,622500,83,57,58,73,69,72,0.6,0.9,4034,127500,Activate More Branches
RM_488,South,900000,1008000,112,90,82,87,89,99,1,1,12096,72000,Strong Performance
RM_489,North,900000,1278000,142,71,61,89,83,107,1.5,0.75,17253,72000,Strong Performance
RM_490,North,900000,747000,83,58,63,78,73,74,0.6,0.75,4034,153000,Activate More Branches
RM_491,West,900000,630000,70,56,49,59,58,62,0.6,0.9,4082,90000,Increase Premium Achievement
RM_492,East,600000,504000,84,63,48,79,80,74,0.6,0.75,2722,96000,Improve Product Mix
RM_493,South,600000,420000,70,44,36,67,47,58,0.3,0.9,1361,60000,Increase Premium Achievement
RM_494,North,600000,276000,46,48,48,69,65,50,0.3,0.75,745,204000,Increase Premium Achievement
RM_495,North,600000,366000,61,50,26,71,55,54,0.3,1,1318,114000,Increase Premium Achievement
RM_496,West,750000,502500,67,58,38,55,68,60,0.6,0.75,2714,97500,Increase Premium Achievement
RM_497,West,900000,792000,88,72,59,76,84,79,0.6,0.9,5132,108000,Strong Performance
RM_498,East,750000,487500,65,54,44,69,43,59,0.3,1,1755,112500,Increase Premium Achievement
RM_499,South,750000,532500,71,58,27,67,56,61,0.6,0.9,3451,67500,Increase Premium Achievement
RM_500,South,600000,564000,94,71,57,72,65,80,1,0.75,5076,36000,Strong Performance
